"","ordinal","species","in6","in5","in4","in3","in2","in1","total","year","site","period","sjy","dd","dd_sum","cdd_sum","cdd_sumfall","DI","per","elev","siteyear","Tmean","cdd_seas","Cdd_siteave","Cdd_july_siteave","species.lab","spsiteyear","doy_adult","gdd_adult"
"277",136,"Arphia conspersa",11,4,0,0,0,0,15,"2010","A1","resurvey","A1_136_2010",0.889578143298169,0.889578143298169,21.6658117065856,21.6658117065856,5.73333333333333,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"278",142,"Arphia conspersa",10,0,0,0,0,0,10,"2010","A1","resurvey","A1_142_2010",4.52671393995702,4.52671393995702,34.8709947419787,34.8709947419787,6,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"279",149,"Arphia conspersa",11,0,0,0,0,0,11,"2010","A1","resurvey","A1_149_2010",4.86179973417794,4.86179973417794,57.9821197566483,57.9821197566483,6,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"280",154,"Arphia conspersa",11,0,0,0,0,0,11,"2010","A1","resurvey","A1_154_2010",4.04004137117501,4.04004137117501,71.8508211021709,71.8508211021709,6,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"281",160,"Arphia conspersa",9,0,0,0,0,0,9,"2010","A1","resurvey","A1_160_2010",5.20495171351702,5.20495171351702,109.056701558965,109.056701558965,6,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"282",168,"Arphia conspersa",7,0,0,0,0,0,7,"2010","A1","resurvey","A1_168_2010",4.69660547002866,4.69660547002866,124.953208102286,124.953208102286,6,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"283",176,"Arphia conspersa",4,0,0,0,0,0,4,"2010","A1","resurvey","A1_176_2010",6.56648826496346,6.56648826496346,168.015116400757,168.015116400757,6,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"284",183,"Arphia conspersa",8,0,0,0,0,0,8,"2010","A1","resurvey","A1_183_2010",5.27947201976033,5.27947201976033,213.684508245887,213.684508245887,6,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"287",209,"Arphia conspersa",1,0,0,0,2,3,6,"2010","A1","resurvey","A1_209_2010",8.70063643757375,8.70063643757375,389.644234579265,389.644234579265,2.16666666666667,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"289",226,"Arphia conspersa",0,0,0,0,2,2,4,"2010","A1","resurvey","A1_226_2010",5.39109938199955,5.39109938199955,507.872085620736,507.872085620736,1.5,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"290",231,"Arphia conspersa",0,0,0,0,3,5,8,"2010","A1","resurvey","A1_231_2010",7.16597848104575,7.16597848104575,540.188339891124,540.188339891124,1.375,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"291",239,"Arphia conspersa",0,0,0,0,1,6,7,"2010","A1","resurvey","A1_239_2010",6.13132817434855,6.13132817434855,588.532985180859,588.532985180859,1.14285714285714,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia conspersa",137,29.331914240344
"292",125,"Arphia conspersa",22,3,0,0,0,0,25,"2011","A1","resurvey","A1_125_2011",0.745877963288431,0.745877963288431,15.0341955662313,15.0341955662313,5.88,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"293",131,"Arphia conspersa",42,0,0,0,0,0,42,"2011","A1","resurvey","A1_131_2011",0,0,33.8124648022774,33.8124648022774,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"294",140,"Arphia conspersa",30,0,0,0,0,0,30,"2011","A1","resurvey","A1_140_2011",0,0,33.8124648022774,33.8124648022774,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"295",146,"Arphia conspersa",26,0,0,0,0,0,26,"2011","A1","resurvey","A1_146_2011",1.5549933626818,1.5549933626818,40.7857505420427,40.7857505420427,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"296",154,"Arphia conspersa",23,0,0,0,0,0,23,"2011","A1","resurvey","A1_154_2011",4.06576524091713,4.06576524091713,61.3233096911507,61.3233096911507,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"297",160,"Arphia conspersa",34,0,0,0,0,0,34,"2011","A1","resurvey","A1_160_2011",3.04404226201179,3.04404226201179,88.1418342074078,88.1418342074078,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"298",167,"Arphia conspersa",27,0,0,0,0,0,27,"2011","A1","resurvey","A1_167_2011",5.90645718172681,5.90645718172681,118.32104675619,118.32104675619,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"299",174,"Arphia conspersa",20,0,0,0,0,0,20,"2011","A1","resurvey","A1_174_2011",5.21562307590115,5.21562307590115,144.384001643826,144.384001643826,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"300",181,"Arphia conspersa",11,0,0,0,0,0,11,"2011","A1","resurvey","A1_181_2011",8.19676433,8.19676433,193.127370728125,193.127370728125,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"301",189,"Arphia conspersa",13,0,0,0,0,0,13,"2011","A1","resurvey","A1_189_2011",7.116182885,7.116182885,249.654726046105,249.654726046105,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"302",195,"Arphia conspersa",6,0,0,0,0,0,6,"2011","A1","resurvey","A1_195_2011",6.615199245,6.615199245,285.963676223008,285.963676223008,6,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"303",203,"Arphia conspersa",5,0,0,0,2,0,7,"2011","A1","resurvey","A1_203_2011",6.41214977769139,6.41214977769139,345.335030182693,345.335030182693,4.85714285714286,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"305",215,"Arphia conspersa",0,0,0,0,3,3,6,"2011","A1","resurvey","A1_215_2011",7.747286255,7.747286255,438.89652564448,438.89652564448,1.5,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"307",245,"Arphia conspersa",0,0,0,0,0,8,8,"2011","A1","resurvey","A1_245_2011",6.59887139454205,0,670.055077593507,687.635732128049,1,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia conspersa",125,15.0341955662313
"360",239,"Arphia pseudonietana",5,0,0,0,0,0,5,"2010","A1","resurvey","A1_239_2010",6.13132817434855,6.13132817434855,588.532985180859,588.532985180859,6,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,NA,"A12010Arphia pseudonietana",NA,NA
"362",207,"Arphia pseudonietana",0,1,0,1,0,4,6,"2011","A1","resurvey","A1_207_2011",8.965495525,8.965495525,379.119756052951,379.119756052951,2,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia pseudonietana",NA,NA
"363",215,"Arphia pseudonietana",0,1,2,0,0,0,3,"2011","A1","resurvey","A1_215_2011",7.747286255,7.747286255,438.89652564448,438.89652564448,4.33333333333333,2,"2195","A12011",12.6032280920245,670.055077593507,399.803176665022,133.44291658597,NA,"A12011Arphia pseudonietana",NA,NA
"380",210,"Camnula pellucida",9,1,0,0,0,0,10,"1958","A1","initial","A1_210_1958",11.875,11.875,470.656265022126,470.656265022126,5.9,1,"2195","A11958",11.9136141304348,761.436503110418,327.278218732165,96.3026083672151,"Camnula pellucida (LW)","A11958Camnula pellucida",NA,NA
"381",241,"Camnula pellucida",9,0,0,0,0,0,9,"1958","A1","initial","A1_241_1958",8.595,8.595,751.730607837396,751.730607837396,6,1,"2195","A11958",11.9136141304348,761.436503110418,327.278218732165,96.3026083672151,"Camnula pellucida (LW)","A11958Camnula pellucida",NA,NA
"383",160,"Camnula pellucida",0,0,0,0,0,11,11,"1959","A1","initial","A1_160_1959",8.235,8.235,116.988340570368,116.988340570368,1,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"384",167,"Camnula pellucida",0,0,0,0,8,3,11,"1959","A1","initial","A1_167_1959",7.735,7.735,180.633340570368,180.633340570368,1.72727272727273,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"385",174,"Camnula pellucida",0,0,0,3,5,1,9,"1959","A1","initial","A1_174_1959",11.235,11.235,229.43788844156,229.43788844156,2.22222222222222,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"386",183,"Camnula pellucida",0,0,7,10,2,1,20,"1959","A1","initial","A1_183_1959",8.375,8.375,280.925508188017,280.925508188017,3.15,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"387",195,"Camnula pellucida",1,8,1,0,0,0,10,"1959","A1","initial","A1_195_1959",9.375,9.375,371.337942345603,371.337942345603,5,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"388",202,"Camnula pellucida",1,4,3,0,0,0,8,"1959","A1","initial","A1_202_1959",8.375,8.375,416.29738610315,416.29738610315,4.75,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"389",209,"Camnula pellucida",2,2,0,0,0,0,4,"1959","A1","initial","A1_209_1959",12.875,12.875,486.42238610315,486.42238610315,5.5,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"390",216,"Camnula pellucida",14,2,0,0,0,0,16,"1959","A1","initial","A1_216_1959",8.095,8.095,545.42738610315,545.42738610315,5.875,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"391",223,"Camnula pellucida",9,0,0,0,0,0,9,"1959","A1","initial","A1_223_1959",12.595,12.595,602.331444425441,602.331444425441,6,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"392",230,"Camnula pellucida",5,0,0,0,0,0,5,"1959","A1","initial","A1_230_1959",12.095,12.095,653.098693582466,653.098693582466,6,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"393",237,"Camnula pellucida",19,0,0,0,0,0,19,"1959","A1","initial","A1_237_1959",5.595,5.595,700.546819563197,700.546819563197,6,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"394",243,"Camnula pellucida",7,0,0,0,0,0,7,"1959","A1","initial","A1_243_1959",8.595,8.595,751.815084657184,751.815084657184,6,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"395",250,"Camnula pellucida",4,0,0,0,0,0,4,"1959","A1","initial","A1_250_1959",13.01,0,751.815084657184,814.141921620871,6,1,"2195","A11959",12.0489402173913,751.815084657184,322.724605547163,112.740245906919,"Camnula pellucida (LW)","A11959Camnula pellucida",215,486.988340570368
"397",159,"Camnula pellucida",0,0,0,0,1,10,11,"1960","A1","initial","A1_159_1960",2.18522150452102,2.18522150452102,112.658923370825,112.658923370825,1.09090909090909,1,"2195","A11960",11.8755163043478,683.425161806224,332.042919673951,118.22908139922,"Camnula pellucida (LW)","A11960Camnula pellucida",NA,NA
"404",168,"Camnula pellucida",0,0,0,0,2,1,3,"2007","A1","resurvey","A1_168_2007",7.15,7.15,192.860642148565,192.860642148565,1.66666666666667,2,"2195","A12007",13.7919293478261,871.248337214546,482.511330481894,171.845339464654,"Camnula pellucida (LW)","A12007Camnula pellucida",NA,NA
"410",211,"Camnula pellucida",3,0,0,0,0,0,3,"2007","A1","resurvey","A1_211_2007",9.65,9.65,585.916526837761,585.916526837761,6,2,"2195","A12007",13.7919293478261,871.248337214546,482.511330481894,171.845339464654,"Camnula pellucida (LW)","A12007Camnula pellucida",NA,NA
"411",218,"Camnula pellucida",7,0,0,0,0,0,7,"2007","A1","resurvey","A1_218_2007",11.35,11.35,646.366526837761,646.366526837761,6,2,"2195","A12007",13.7919293478261,871.248337214546,482.511330481894,171.845339464654,"Camnula pellucida (LW)","A12007Camnula pellucida",NA,NA
"412",229,"Camnula pellucida",5,0,0,0,0,0,5,"2007","A1","resurvey","A1_229_2007",8.55,8.55,754.916526837761,754.916526837761,6,2,"2195","A12007",13.7919293478261,871.248337214546,482.511330481894,171.845339464654,"Camnula pellucida (LW)","A12007Camnula pellucida",NA,NA
"424",175,"Camnula pellucida",0,0,0,0,2,1,3,"2008","A1","resurvey","A1_175_2008",6.05,6.05,164.554708966131,164.554708966131,1.66666666666667,2,"2195","A12008",11.6611956521739,698.34084887619,443.326397083935,184.048351471126,"Camnula pellucida (LW)","A12008Camnula pellucida",210,434.554708966131
"427",197,"Camnula pellucida",1,1,2,1,0,0,5,"2008","A1","resurvey","A1_197_2008",11.77,11.77,318.769983266797,318.769983266797,4.4,2,"2195","A12008",11.6611956521739,698.34084887619,443.326397083935,184.048351471126,"Camnula pellucida (LW)","A12008Camnula pellucida",210,434.554708966131
"429",212,"Camnula pellucida",2,1,0,0,0,0,3,"2008","A1","resurvey","A1_212_2008",11.79,11.79,462.739821551682,462.739821551682,5.66666666666667,2,"2195","A12008",11.6611956521739,698.34084887619,443.326397083935,184.048351471126,"Camnula pellucida (LW)","A12008Camnula pellucida",210,434.554708966131
"431",224,"Camnula pellucida",5,0,0,0,0,0,5,"2008","A1","resurvey","A1_224_2008",6.53304359122827,6.53304359122827,575.45786514291,575.45786514291,6,2,"2195","A12008",11.6611956521739,698.34084887619,443.326397083935,184.048351471126,"Camnula pellucida (LW)","A12008Camnula pellucida",210,434.554708966131
"432",232,"Camnula pellucida",7,0,0,0,0,0,7,"2008","A1","resurvey","A1_232_2008",6.28215503892451,6.28215503892451,611.324077277404,611.324077277404,6,2,"2195","A12008",11.6611956521739,698.34084887619,443.326397083935,184.048351471126,"Camnula pellucida (LW)","A12008Camnula pellucida",210,434.554708966131
"433",241,"Camnula pellucida",3,0,0,0,0,0,3,"2008","A1","resurvey","A1_241_2008",4.74118366763365,4.74118366763365,682.184486129639,682.184486129639,6,2,"2195","A12008",11.6611956521739,698.34084887619,443.326397083935,184.048351471126,"Camnula pellucida (LW)","A12008Camnula pellucida",210,434.554708966131
"443",174,"Camnula pellucida",0,0,1,1,2,3,7,"2009","A1","resurvey","A1_174_2009",5.16797674660923,5.16797674660923,153.566113496283,153.566113496283,2,2,"2195","A12009",11.7639892665871,546.664954599874,333.80029008503,119.514388106097,"Camnula pellucida (LW)","A12009Camnula pellucida",204,303.566113496283
"445",189,"Camnula pellucida",0,0,3,0,0,0,3,"2009","A1","resurvey","A1_189_2009",6.47061863381974,6.47061863381974,238.942221064955,238.942221064955,4,2,"2195","A12009",11.7639892665871,546.664954599874,333.80029008503,119.514388106097,"Camnula pellucida (LW)","A12009Camnula pellucida",204,303.566113496283
"446",195,"Camnula pellucida",3,1,0,0,0,0,4,"2009","A1","resurvey","A1_195_2009",8.2532953584919,8.2532953584919,281.797467632803,281.797467632803,5.75,2,"2195","A12009",11.7639892665871,546.664954599874,333.80029008503,119.514388106097,"Camnula pellucida (LW)","A12009Camnula pellucida",204,303.566113496283
"449",219,"Camnula pellucida",3,0,0,0,0,0,3,"2009","A1","resurvey","A1_219_2009",6.63501812010103,6.63501812010103,416.245664261552,416.245664261552,6,2,"2195","A12009",11.7639892665871,546.664954599874,333.80029008503,119.514388106097,"Camnula pellucida (LW)","A12009Camnula pellucida",204,303.566113496283
"450",227,"Camnula pellucida",3,0,0,0,0,0,3,"2009","A1","resurvey","A1_227_2009",4.42701561505287,4.42701561505287,461.008253426403,461.008253426403,6,2,"2195","A12009",11.7639892665871,546.664954599874,333.80029008503,119.514388106097,"Camnula pellucida (LW)","A12009Camnula pellucida",204,303.566113496283
"451",237,"Camnula pellucida",5,0,0,0,0,0,5,"2009","A1","resurvey","A1_237_2009",3.32866674000058,3.32866674000058,516.633514239149,516.633514239149,6,2,"2195","A12009",11.7639892665871,546.664954599874,333.80029008503,119.514388106097,"Camnula pellucida (LW)","A12009Camnula pellucida",204,303.566113496283
"458",160,"Camnula pellucida",0,0,0,0,0,4,4,"2010","A1","resurvey","A1_160_2010",5.20495171351702,5.20495171351702,109.056701558965,109.056701558965,1,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,"Camnula pellucida (LW)","A12010Camnula pellucida",210,369.056701558965
"459",168,"Camnula pellucida",0,0,0,0,4,7,11,"2010","A1","resurvey","A1_168_2010",4.69660547002866,4.69660547002866,124.953208102286,124.953208102286,1.36363636363636,2,"2195","A12010",11.8872171893009,612.275385572065,368.393096636885,143.691857502535,"Camnula pellucida (LW)","A12010Camnula pellucida",210,369.056701558965
